customer_id,total_purchases,avg_order_value,days_since_last_purchase,total_spend,rfm_combined,cluster,segment
1554,29,287.03,59,4226.74,0.5372100366963046,2,Loyal Customers
1670,22,258.11,72,1914.21,0.43429293614066555,2,Loyal Customers
2132,19,171.16,46,4321.29,0.4947217912253086,2,Loyal Customers
4440,1,58.89,238,512.22,0.1324335588409584,0,At Risk
466,57,561.88,12,5723.16,0.7717445748399278,1,Champions
249,59,572.54,18,8690.53,0.8435869903839041,1,Champions
932,56,561.23,1,7857.58,0.8236686754319216,1,Champions
1336,19,232.56,71,4825.24,0.4830431991397453,2,Loyal Customers
4525,5,30.07,352,66.27,0.04071240763227865,3,Lost Customers
1339,23,140.18,47,1637.93,0.456687939290517,2,Loyal Customers
1407,24,159.48,72,3995.56,0.49191188019791915,2,Loyal Customers
1091,27,223.09,63,2391.81,0.4814120553512015,2,Loyal Customers
4210,2,77.36,290,376.49,0.08744361857411766,3,Lost Customers
743,32,449.67,23,11624.34,0.7517564862136705,1,Champions
2324,23,282.89,29,3600.49,0.5168473467294058,2,Loyal Customers
3602,12,67.72,156,727.56,0.2744643215283509,0,At Risk
2124,33,200.88,57,3519.65,0.5459044383537709,2,Loyal Customers
2095,32,152.61,71,4741.73,0.5546310492972305,2,Loyal Customers
241,42,516.68,5,5511.35,0.6886953321617213,1,Champions
2352,15,205.46,41,3596.92,0.46058114688152213,2,Loyal Customers
1371,28,139.6,24,1742.31,0.5083217279219429,2,Loyal Customers
1058,16,252.49,23,3322.9,0.4766161889056227,2,Loyal Customers
4817,7,26.18,310,469.56,0.09944841886022,3,Lost Customers
200,52,417.73,22,9820.41,0.8255209358287073,1,Champions
2281,32,105.71,27,1503.58,0.5228605163506558,2,Loyal Customers
4750,5,28.94,325,237.87,0.06925656325186584,3,Lost Customers
2221,15,201.27,38,2360.97,0.4358228877329387,2,Loyal Customers
4772,5,62.89,314,518.07,0.08556554842178299,3,Lost Customers
2820,5,53.27,145,925.4,0.24939239930653334,0,At Risk
3151,12,51.73,176,1808.65,0.2802084753930078,0,At Risk
4257,1,57.74,259,433.17,0.11144356738002949,3,Lost Customers
3108,10,131.81,153,1100.92,0.27422109828407126,0,At Risk
1974,21,225.68,38,4537.24,0.518153103795921,2,Loyal Customers
1376,26,204.23,78,1654.32,0.44561356553002973,2,Loyal Customers
3969,4,69.96,237,593.43,0.15210575435868076,0,At Risk
4063,7,58.03,357,579.41,0.05885278821060428,3,Lost Customers
4446,4,22.76,244,368.15,0.14068199277435264,3,Lost Customers
3558,8,130.92,144,800.81,0.2644846082971607,0,At Risk
965,30,443.75,14,7874.62,0.6652504757032794,1,Champions
180,55,549.19,8,7374.33,0.8008541898981206,1,Champions
3699,9,83.44,195,1670.11,0.2427769100020782,0,At Risk
3822,4,49.42,231,545.92,0.15654294615103717,3,Lost Customers
4879,5,61.03,292,541.7,0.10623794360054441,3,Lost Customers
3900,2,72.2,215,287.11,0.15413582551689525,3,Lost Customers
4488,1,46.54,293,568.71,0.08332441804178922,0,At Risk
3239,11,66.86,153,943.06,0.27635771243003604,0,At Risk
2975,16,73.97,124,1070.52,0.3339996415853424,0,At Risk
3581,9,55.54,192,1815.74,0.24876509296284333,0,At Risk
2888,12,104.46,131,1286.35,0.3097937147888654,0,At Risk
2576,13,63.71,118,750.8,0.31542976959849145,0,At Risk
1420,31,160.9,45,4185.09,0.5604030825098205,2,Loyal Customers
3908,5,23.69,273,502.09,0.12275570824792537,3,Lost Customers
4674,5,74.72,355,542.16,0.048555873001543175,3,Lost Customers
4903,7,54.02,292,474.9,0.11605077464429375,3,Lost Customers
1861,28,231.24,68,2445.87,0.48368609929558376,2,Loyal Customers
9,36,407.45,29,11345.82,0.7626625133241242,1,Champions
2895,17,87.43,187,1547.24,0.29256624080072924,0,At Risk
2848,8,127.34,140,1272.83,0.27865220496560356,0,At Risk
3665,18,88.42,128,1118.5,0.34270384629154954,2,Loyal Customers
145,32,377.37,29,13522.64,0.78850779424873,1,Champions
2105,22,223.79,24,3238.7,0.5077249099085273,2,Loyal Customers
3144,16,141.74,161,683.52,0.29150434659475594,0,At Risk
842,36,407.77,24,10906.38,0.7574617281581428,1,Champions
1129,22,159.85,70,3394.07,0.4690580573209859,2,Loyal Customers
152,38,530.85,12,12945.78,0.8251361048039622,1,Champions
3592,5,132.0,96,1100.83,0.2981683100016921,0,At Risk
1053,26,153.45,63,2873.84,0.48648969889468474,2,Loyal Customers
1591,33,185.5,88,4787.41,0.545729589118019,2,Loyal Customers
3009,17,105.91,102,1590.05,0.3713577859535752,0,At Risk
2030,32,130.29,32,2356.94,0.5372729051283726,2,Loyal Customers
3419,13,87.91,115,1994.41,0.3458530040996832,0,At Risk
1808,18,156.6,66,2864.21,0.4383303947115225,2,Loyal Customers
2697,17,127.48,117,1158.75,0.34802313451499817,2,Loyal Customers
3040,14,135.8,100,1183.83,0.34719989167109805,0,At Risk
473,32,446.83,25,12070.86,0.7598620863456209,1,Champions
3290,18,133.0,132,1822.21,0.35470159247782695,2,Loyal Customers
4075,6,74.66,237,287.07,0.15658728524484564,3,Lost Customers
3497,5,78.89,90,1913.97,0.32175888082487614,0,At Risk
280,31,477.38,4,8431.67,0.6924545998234953,1,Champions
1742,30,161.95,64,1564.18,0.47902692320999235,2,Loyal Customers
4625,6,43.4,339,73.06,0.058417995450188054,3,Lost Customers
2887,8,105.88,115,1571.88,0.30820120123609057,0,At Risk
1942,26,187.74,63,3446.18,0.4992268684229528,2,Loyal Customers
101,39,372.74,17,11649.85,0.7973667278945396,1,Champions
2805,5,129.07,185,902.93,0.21226230292302817,0,At Risk
3571,9,87.64,156,636.16,0.2554811030550913,3,Lost Customers
3685,13,139.77,166,1988.36,0.2990150673648563,0,At Risk
3662,17,95.68,136,1462.61,0.3373861348811491,2,Loyal Customers
531,54,333.14,12,8133.48,0.8084360108592055,1,Champions
1887,18,126.41,45,2693.56,0.4537634248711122,2,Loyal Customers
682,39,496.35,4,5762.39,0.6782487129343312,1,Champions
3795,6,48.01,318,361.66,0.08407142800321009,3,Lost Customers
3945,1,60.06,321,362.76,0.05310006769106865,0,At Risk
4667,3,68.81,334,460.28,0.05466500459551893,3,Lost Customers
2019,20,293.25,43,1546.98,0.4413777390280607,2,Loyal Customers
1097,30,216.29,26,4252.13,0.5736445774716228,2,Loyal Customers
830,46,514.75,4,9226.29,0.7948842735857012,1,Champions
2806,12,57.55,114,1350.22,0.32678287850767845,0,At Risk
3830,4,33.45,263,179.82,0.11909152584812795,3,Lost Customers
4382,7,76.13,247,290.4,0.15315360125517907,3,Lost Customers
3892,1,41.45,326,536.05,0.05237780419725232,0,At Risk
765,57,580.86,15,14182.39,0.957253684724347,1,Champions
2768,6,100.4,131,1806.8,0.28747779059832085,0,At Risk
4329,2,24.27,246,108.81,0.12177956074484114,3,Lost Customers
3296,12,144.18,183,1229.25,0.2609039323267803,2,Loyal Customers
2195,32,239.77,28,2840.78,0.5517035505856894,2,Loyal Customers
2358,16,125.75,86,3059.11,0.41305335329308956,2,Loyal Customers
3426,13,96.52,130,708.96,0.3035096282096084,3,Lost Customers
3980,5,79.89,265,584.23,0.1319097043656508,3,Lost Customers
912,37,583.38,23,11727.03,0.7822903935921994,1,Champions
3146,6,60.35,185,704.85,0.21350383904120016,0,At Risk
1000,48,354.34,27,10829.26,0.8207948146330076,1,Champions
3654,17,141.78,154,642.65,0.3026547770334108,2,Loyal Customers
2484,22,273.34,87,4631.62,0.4810314109301223,2,Loyal Customers
4077,4,72.23,352,297.66,0.04021217059679633,3,Lost Customers
2371,28,104.01,42,4368.31,0.5502786614877536,2,Loyal Customers
4839,2,27.22,287,589.29,0.09492663970312853,3,Lost Customers
34,51,454.2,9,14671.27,0.9397296898637774,1,Champions
3790,2,31.92,301,404.45,0.07799259573748334,0,At Risk
1021,26,240.64,89,4411.15,0.49689231836975006,2,Loyal Customers
1648,15,156.36,44,1577.55,0.4128937221555528,2,Loyal Customers
734,52,508.49,6,11343.64,0.8740717496919316,1,Champions
4583,5,61.25,254,181.11,0.13301170997436984,3,Lost Customers
3275,10,58.24,164,1426.86,0.2714014864549383,0,At Risk
1621,26,236.11,35,1775.86,0.48769567299528377,2,Loyal Customers
3136,12,50.59,140,744.31,0.28948909990402366,0,At Risk
2690,9,97.97,199,864.2,0.22117874141171232,0,At Risk
2708,9,78.99,179,1955.81,0.26378704977941375,0,At Risk
298,53,449.51,21,8711.72,0.8074130064805214,1,Champions
2340,26,137.9,28,1735.19,0.4932008368299476,2,Loyal Customers
654,34,320.21,20,6958.33,0.6619632180353784,1,Champions
3775,1,70.84,242,580.08,0.13028074898616016,3,Lost Customers
1256,31,273.59,51,1606.19,0.49751631630236376,2,Loyal Customers
4521,5,22.69,264,250.45,0.12539733136005196,3,Lost Customers
231,54,563.03,4,9110.21,0.837498705457368,1,Champions
3277,19,51.06,159,821.49,0.3133554613240403,2,Loyal Customers
3231,19,108.61,121,555.18,0.34222738673467096,2,Loyal Customers
692,47,595.19,22,5499.79,0.7011188915588763,1,Champions
2755,10,107.94,96,649.65,0.316376089402757,0,At Risk
4864,2,32.46,237,439.75,0.13738623998405725,0,At Risk
970,50,474.05,8,5755.84,0.7365868346198314,1,Champions
634,36,485.08,3,12803.76,0.8189178367318645,1,Champions
4093,2,40.21,331,390.14,0.050201605644923146,3,Lost Customers
4078,1,37.44,258,227.03,0.10777176522145888,3,Lost Customers
1322,18,288.89,55,2536.22,0.4411043847117899,2,Loyal Customers
1832,33,121.02,61,4099.31,0.5551415075299115,2,Loyal Customers
2179,26,164.1,66,1528.11,0.453793829679465,2,Loyal Customers
1418,29,222.01,47,3287.59,0.5272986864271946,2,Loyal Customers
1783,27,187.32,67,3355.92,0.49920488653094613,2,Loyal Customers
4716,1,69.24,355,444.17,0.023776279525269315,0,At Risk
4702,3,74.16,287,261.43,0.09327998023584672,3,Lost Customers
4119,7,60.87,321,198.94,0.08335263228568464,3,Lost Customers
1653,29,131.78,38,4520.02,0.5629676205464441,2,Loyal Customers
1484,17,294.5,51,3175.04,0.45333432291722353,2,Loyal Customers
2276,30,235.13,73,2428.05,0.4900102036522069,2,Loyal Customers
878,42,459.35,21,12270.57,0.8244667214634056,1,Champions
3526,9,137.16,181,1787.27,0.25820476597863795,0,At Risk
2017,24,230.64,70,2016.33,0.44969650771444386,2,Loyal Customers
427,42,416.79,10,14263.83,0.8788990871974889,1,Champions
627,34,523.05,10,7998.01,0.6942583384294773,1,Champions
1590,23,152.8,89,3740.11,0.4650094721483595,2,Loyal Customers
2224,20,258.48,56,3146.88,0.4650780327340828,2,Loyal Customers
2218,22,273.42,80,1999.53,0.4288656870774947,2,Loyal Customers
4484,1,33.8,202,486.66,0.1648317654929644,3,Lost Customers
1486,23,211.96,78,4726.26,0.4970290573610499,2,Loyal Customers
1740,30,145.63,31,3529.38,0.5529813463989034,2,Loyal Customers
2481,26,116.19,53,2873.56,0.4956409767780074,2,Loyal Customers
2585,7,129.17,122,1911.54,0.3037002079909767,0,At Risk
2894,9,149.05,188,1246.03,0.2397494565658309,3,Lost Customers
150,36,471.48,2,5789.69,0.6637386114566463,1,Champions
677,41,538.44,5,14579.34,0.8848496575427983,1,Champions
1262,33,211.79,80,4736.32,0.5519186114504926,2,Loyal Customers
4918,1,36.4,280,51.79,0.08372535761620147,0,At Risk
13,40,531.7,20,10330.29,0.7709029777843776,1,Champions
1834,33,131.69,82,4700.56,0.549291286887169,2,Loyal Customers
3249,11,76.84,114,1351.1,0.32115274499814034,2,Loyal Customers
1492,25,261.34,43,2901.24,0.49976477438383143,2,Loyal Customers
2728,17,94.67,115,642.34,0.33836216383699,0,At Risk
3687,16,114.77,133,956.59,0.323222422386189,2,Loyal Customers
1425,21,270.25,20,3977.52,0.5221803031805763,2,Loyal Customers
4606,2,46.21,290,289.95,0.08551770975946847,3,Lost Customers
4596,2,68.2,234,166.25,0.13404687312411614,0,At Risk
732,36,480.01,12,14261.94,0.8431272191804823,1,Champions
1232,26,274.82,44,2131.25,0.4873629595147709,2,Loyal Customers
1635,30,175.92,61,2568.74,0.5041302073744395,2,Loyal Customers
3937,5,56.95,222,282.41,0.16457012526088077,3,Lost Customers
1211,18,113.16,51,1603.17,0.4240027798757362,2,Loyal Customers
3269,18,142.7,129,896.1,0.3368386833076454,0,At Risk
1935,17,256.33,20,2239.5,0.46090257897528564,2,Loyal Customers
554,34,582.82,26,12818.24,0.7868783765349906,1,Champions
492,46,395.73,15,6229.21,0.7181123448019164,1,Champions
2963,5,127.59,119,769.68,0.2697364444863232,0,At Risk
2330,21,220.5,76,3604.84,0.46260442595626183,2,Loyal Customers
2196,21,270.77,82,2656.33,0.4360012566094002,2,Loyal Customers
3065,7,71.1,133,1079.28,0.27510537558030107,0,At Risk
658,53,313.72,26,10782.98,0.8489292125145503,1,Champions
2375,20,261.59,34,2588.92,0.4728074037909142,2,Loyal Customers
2226,19,236.29,35,4466.25,0.5080210709631348,2,Loyal Customers
4265,4,57.52,350,287.77,0.041823574922209866,3,Lost Customers
1171,15,109.92,36,2703.49,0.4452770182586125,2,Loyal Customers
133,36,385.53,28,10406.98,0.7426848018924606,1,Champions
472,30,374.9,8,12945.16,0.7835875705325585,1,Champions
3226,10,67.13,172,859.26,0.25144379617082047,0,At Risk
1406,26,180.18,78,2733.53,0.4696308991544526,2,Loyal Customers
2877,6,127.61,114,1921.94,0.3056079451297877,0,At Risk
4505,4,75.58,241,102.93,0.1375268935939273,3,Lost Customers
4693,4,44.38,255,552.5,0.1347113591163985,0,At Risk
2827,6,61.83,196,1434.76,0.21967439804467448,0,At Risk
288,59,461.22,20,8063.13,0.8277929834644556,1,Champions
1870,26,161.24,22,4533.67,0.5609742572726789,2,Loyal Customers
3115,10,69.2,194,795.55,0.2298794386013595,0,At Risk
3626,10,50.03,128,526.57,0.2843329700027371,0,At Risk
2313,33,270.03,88,2383.17,0.4922243082244188,2,Loyal Customers
4924,6,23.67,285,232.6,0.11141903591401614,3,Lost Customers
1619,16,205.88,83,1615.68,0.3836777199722919,2,Loyal Customers
995,34,483.1,6,10875.86,0.7619666007270797,1,Champions
1804,30,159.54,60,4763.72,0.5538942519113907,2,Loyal Customers
2643,13,62.54,191,1253.45,0.2597662026410182,0,At Risk
4803,7,57.31,230,119.0,0.16490693683876542,3,Lost Customers
3536,7,96.32,126,1558.83,0.2921878017625129,0,At Risk
4832,1,76.3,361,204.28,0.0129431298714595,3,Lost Customers
3912,2,59.92,345,512.06,0.04009436764162814,3,Lost Customers
2108,26,104.84,53,1669.98,0.4688558446872346,2,Loyal Customers
3045,15,52.9,108,509.27,0.3305115721618524,2,Loyal Customers
417,41,574.32,16,6092.64,0.685908702331067,1,Champions
978,30,358.73,29,5151.11,0.5909037206822315,1,Champions
2418,22,279.51,47,2623.58,0.47297341964048983,2,Loyal Customers
506,54,395.63,15,6428.76,0.7677509805003423,1,Champions
4153,6,28.01,213,267.27,0.1781246671196777,3,Lost Customers
4256,6,57.99,223,76.68,0.16472566315070578,3,Lost Customers
3942,4,55.01,338,485.9,0.05722188003470646,3,Lost Customers
415,30,499.51,2,14560.47,0.8250300742636134,1,Champions
4149,4,21.31,343,140.18,0.04494928219964824,3,Lost Customers
1184,18,197.35,57,4377.74,0.4802550830230288,2,Loyal Customers
486,52,577.32,8,7260.29,0.7813671283977793,1,Champions
894,47,436.42,24,12048.71,0.8450306616759807,1,Champions
806,46,560.48,5,6515.95,0.7336511238174394,1,Champions
556,33,482.32,18,5481.86,0.6252868259306957,1,Champions
3826,6,50.28,213,219.94,0.17707135923664852,3,Lost Customers
1198,29,208.02,45,4331.61,0.5523643842451772,2,Loyal Customers
4254,5,26.99,315,257.8,0.07885760560415149,3,Lost Customers
4059,2,58.72,233,219.98,0.1361583610471597,3,Lost Customers
1294,22,227.36,58,3063.11,0.47268170222152567,2,Loyal Customers
2222,31,294.3,63,3239.99,0.5228867901917195,2,Loyal Customers
3505,16,116.04,95,1846.19,0.3778186054573367,2,Loyal Customers
3655,5,116.68,197,705.38,0.19687690544991795,0,At Risk
4759,5,55.16,280,518.19,0.11670375010339407,3,Lost Customers
3007,11,99.13,140,1733.98,0.30586404354767455,0,At Risk
2094,17,159.67,51,3997.1,0.47162889883784426,2,Loyal Customers
2188,31,266.6,23,3784.66,0.5716382129330916,2,Loyal Customers
3037,10,77.33,119,928.76,0.3015252859769169,0,At Risk
3919,6,68.62,317,231.35,0.08208718842165412,3,Lost Customers
1273,24,158.92,84,3999.75,0.48101611577619924,2,Loyal Customers
291,41,404.09,9,12983.8,0.8456786281099151,1,Champions
4828,2,45.44,362,92.35,0.015186144613769973,0,At Risk
253,39,584.19,10,5710.08,0.6715900718944791,1,Champions
3246,6,102.52,123,1909.35,0.2970860020951426,0,At Risk
351,54,371.45,8,6541.45,0.7766691022251679,1,Champions
1188,22,152.28,81,3550.64,0.4624691922455259,2,Loyal Customers
1962,34,104.49,65,2202.68,0.5149195729510796,2,Loyal Customers
423,43,521.41,29,13834.65,0.8575983292574447,1,Champions
91,35,524.24,3,10126.55,0.7536880136287989,1,Champions
3730,17,56.49,94,750.85,0.36000777436054393,0,At Risk
2237,30,209.85,57,4362.28,0.5477076378392215,2,Loyal Customers
671,30,433.77,16,5622.03,0.6132885955866999,1,Champions
3041,18,84.24,175,558.22,0.2871947736040223,3,Lost Customers
27,35,304.36,22,6521.04,0.6560497412571973,1,Champions
430,37,515.71,13,11877.22,0.7947903137142588,1,Champions
684,41,585.26,10,13069.65,0.8466734303688538,1,Champions
4464,2,62.32,266,199.32,0.10547880181061668,3,Lost Customers
3946,4,32.32,322,237.46,0.06634497411922119,3,Lost Customers
3524,15,77.0,98,1807.99,0.3685715113605125,0,At Risk
1542,20,286.43,25,2262.67,0.4737886148778389,2,Loyal Customers
2032,23,254.14,42,3592.75,0.5047703346024878,2,Loyal Customers
2233,30,292.32,31,3630.39,0.5552292785616919,2,Loyal Customers
4121,5,23.09,247,221.18,0.14031370622981912,3,Lost Customers
3236,12,72.7,175,1148.72,0.26643778068764196,3,Lost Customers
255,53,475.87,6,8547.71,0.8174993013620288,1,Champions
1030,27,269.72,88,3269.55,0.478051991759141,2,Loyal Customers
4393,7,29.24,321,276.06,0.08506890323305864,3,Lost Customers
3801,1,38.9,323,228.45,0.04827955715959533,3,Lost Customers
4311,4,65.7,228,307.57,0.1539858267470115,3,Lost Customers
2510,19,89.65,92,953.55,0.3776497086403243,2,Loyal Customers
2293,30,241.34,48,1571.72,0.4938467371740298,2,Loyal Customers
1324,31,204.03,67,2092.66,0.4936904729129144,2,Loyal Customers
1551,34,270.59,88,4275.54,0.5399878697826579,2,Loyal Customers
4648,5,55.99,331,101.41,0.06072520177345663,3,Lost Customers
316,45,362.97,11,11771.21,0.8394603507426356,1,Champions
1243,21,291.96,50,1684.25,0.443672082301872,2,Loyal Customers
2451,32,135.93,29,3241.51,0.5597058657583874,2,Loyal Customers
1579,34,225.83,77,3748.49,0.5383318689273202,2,Loyal Customers
4626,4,46.19,282,155.85,0.10115881686939276,0,At Risk
3117,13,90.12,93,832.18,0.3401346178254762,0,At Risk
70,55,361.9,2,9503.51,0.8537326395799935,1,Champions
860,38,429.27,11,8692.81,0.7314039193730691,1,Champions
2754,19,73.04,152,1114.97,0.32629698326380036,3,Lost Customers
1633,29,285.4,76,4900.19,0.5366295982746622,2,Loyal Customers
1651,17,230.82,25,3770.26,0.490390200374257,2,Loyal Customers
3861,6,26.17,220,286.22,0.17213613444454498,3,Lost Customers
3107,12,87.87,130,1086.09,0.30625276938821183,0,At Risk
1075,32,189.36,73,1987.06,0.49149560438218703,2,Loyal Customers
4002,6,36.42,327,75.12,0.06945285081357132,3,Lost Customers
788,39,592.76,17,9975.4,0.7601025955315936,1,Champions
2606,17,69.27,107,1553.47,0.36596495991145256,0,At Risk
3631,16,123.82,106,1929.58,0.3696011523641274,2,Loyal Customers
2122,28,130.11,89,3801.49,0.49462404403886967,2,Loyal Customers
1875,17,216.86,64,3681.07,0.45269103128605676,2,Loyal Customers
812,37,596.29,7,6278.67,0.6756916045767531,1,Champions
388,59,427.56,26,6306.52,0.7832059117242728,1,Champions
2883,19,99.3,121,1944.25,0.37314051542850907,0,At Risk
1176,28,112.5,74,2379.05,0.4767045447255657,2,Loyal Customers
3198,18,119.61,126,1485.16,0.3526952016703044,0,At Risk
2624,12,105.05,125,1480.15,0.3196011522024721,0,At Risk
1352,31,209.87,85,3217.27,0.5022346466540641,2,Loyal Customers
411,37,570.01,23,9075.84,0.7232893514115917,1,Champions
4213,6,76.69,333,173.9,0.06615664983386879,3,Lost Customers
110,57,478.08,6,10466.48,0.8827995356002272,1,Champions
4996,2,51.77,243,220.0,0.12700129698066387,0,At Risk
3430,9,96.38,152,1713.75,0.2831253879704386,0,At Risk
2810,18,50.77,103,1715.5,0.3788835859330179,0,At Risk
2595,6,61.02,142,1646.83,0.27384447005499574,0,At Risk
2837,5,76.57,137,924.99,0.25670928226676754,0,At Risk
2373,31,213.86,65,1732.44,0.4875054405034533,2,Loyal Customers
1236,16,226.11,45,1544.08,0.4168828289431299,2,Loyal Customers
2147,19,246.85,61,2994.87,0.45146664639444145,2,Loyal Customers
4976,7,61.5,235,597.89,0.17098566402852655,3,Lost Customers
